file,line,start,end,speaker,speaker_role,word_count,duration,text,year
12-138,87,2246.105,2253.943,John_G_Roberts_Jr,scotus_justice,5,7.838,"Thank you, counsel. Mr. Blackman?",12
12-138,89,2267.268,2293.418,Ruth_Bader_Ginsburg,scotus_justice,41,26.15,"Mr. Blackman, may I ask you preliminarily, on your view, what happens next. Can this party -- and suppose you're right -- can the BG Group institute an action in Argentina and if it's not resolved within 18 months invoke arbitration?",12
12-138,91,2297.57,2305.743,Ruth_Bader_Ginsburg,scotus_justice,16,8.173,"And if it is resolved, but not to BG's liking then, thereto, BG can invoke arbitration.",12
12-138,93,2307.328,2315.767,Ruth_Bader_Ginsburg,scotus_justice,18,8.439,"Well, doesn't that mean that treaty partners agreed that only an arbitration panel can conclusively resolve this dispute?",12
12-138,95,2340.066,2356.342,Ruth_Bader_Ginsburg,scotus_justice,38,16.276,"I don't get your answer to my question. Am I wrong in thinking that under this treaty, the ultimate decisionmaker is the arbitrator. There is no provision for the court to be the ultimate arbiter of the controversy?",12
12-138,97,2397.919,2414.78,Antonin_Scalia,scotus_justice,33,16.861,"Why are you complaining about the other party not initiating proceedings in the Argentine courts when if you really wanted those proceedings to occur, you could have initiated proceedings in the Argentine courts?",12
12-138,99,2445.652,2460.159,Antonin_Scalia,scotus_justice,43,14.507,"I must say I don't understand that. When -- when you're appealing to a condition for the thing to occur and you can bring that about as -- as readily as the other side, it's -- dog in the manger comes to mind.",12
12-138,101,2548.8,2557.656,Ruth_Bader_Ginsburg,scotus_justice,19,8.856,That's the D.C. Circuit treated this as there is no agreement until you go to the local court first.,12
12-138,103,2558.473,2590.46,Ruth_Bader_Ginsburg,scotus_justice,64,31.987,"The argument is that there is an agreement to arbitrate. That will be the method of dispute resolution. You have to take certain steps before. So, you have to go to the local court. But why isn't the dispute settlement mechanism decided upon by the parties' arbitration, and then what you have to do before that is in the nature of a procedural condition?",12
12-138,105,2602.018,2618.295,Elena_Kagan,scotus_justice,45,16.277,"Mr. Blackman, can I just ask you to assume for a second that that's not so. If you had -- if BG and the Republic of Argentina had itself entered into this agreement, would you agree that this is a typical Howsam kind of provision?",12
12-138,107,2648.364,2651.449,Sonia_Sotomayor,scotus_justice,14,3.085,"So how do you -- how do you distinguish John Wiley, which I think--",12
12-138,109,2652.035,2654.835,Sonia_Sotomayor,scotus_justice,9,2.8,--has two components and the second cuts against you.,12
12-138,111,2691.926,2732.152,Stephen_G_Breyer,scotus_justice,118,40.226,"Everybody's getting to the same question, I think, but I haven't quite heard the answer. Of course, you're right in many countries. The question of arbitrability, that is to say, is there a contract is for the Court. In an investment treaty, I can find a lot of authority that says whether this counts as an investment is a matter for the Court. But the question in front of us, is this that kind of decision? Is it one for the Court? Or is it one for the arbitrator? And to just summarize why it might be for the arbitrator, A, it's procedural but that's not sufficient. B, it refers to UNC -- whatever it is -- UNCITRAL?",12
12-138,113,2732.752,2765.82,Stephen_G_Breyer,scotus_justice,95,33.068,"Yes. It refers to their rules. Their rules provide all matters of competence over the arbitrator. The scholars have done exhaustive work saying most countries think that. The Doctrine of Competence-Competence goes further. And you also have the AAA rules which say the same thing. So those are all against you. For you is the position of the -- the item in the document, first and foremost. All right. I'm trying to summarize what I've got as the arguments for and against. Now, what do you say to make me think there's even more for--",12
12-138,115,2794.49,2795.64,Stephen_G_Breyer,scotus_justice,5,1.15,--So I agree that's not--,12
12-138,117,2796.692,2822.923,Stephen_G_Breyer,scotus_justice,75,26.231,"--But those are not relevant. I mean, those are relevant. I'm saying they would farther. And I think in what I've seen so far, it gives on certain kinds of procedural gateway questions, deference to the arbitrator, which is what is at issue here. And now -- now I'm back to the same question. What is your evidence from this contract that this is not the kind of gateway question that is for the arbitrator?",12
12-138,119,2836.0,2838.685,Antonin_Scalia,scotus_justice,13,2.685,I don't think he conceded it. He conceded that that was your argument.,12
12-138,121,2840.751,2842.669,Antonin_Scalia,scotus_justice,8,1.918,There's a subtle difference between the two. [Laughter],12
12-138,123,2865.182,2900.523,Samuel_A_Alito_Jr,scotus_justice,120,35.341,"Well, you said a few minutes ago you were going to explain why this litigation requirement is important. And that is important to me because I don't see what it accomplishes. I can understand a waiting period, but this is more than a waiting period. You have a party who doesn't want to litigate in the -- in the courts of Argentina. It doesn't think it's going to get a fair shake there. What is the point of requiring this -- now, I understand, it's a requirement. But if it's not very important, if it isn't going to achieve anything, that seems to me to weigh against the conclusion that it's a -- that it is a condition of consent.",12
12-138,125,2950.155,2976.173,Samuel_A_Alito_Jr,scotus_justice,95,26.018,"Let me just interrupt before -- before the time expires. But I don't understand -- I don't know what the procedure is in Argentina. Let's assume their civil procedure is like ours. So you say they have to file a complaint. All right. They file a one-page complaint. They do the minimal necessary to keep the case alive in court. Maybe they don't even do that, because they don't care; they don't want the thing to be -- to be decided. All they're doing is running out the 18 months. What is achieved by that?",12
12-138,127,2982.41,2991.615,Samuel_A_Alito_Jr,scotus_justice,27,9.205,"Well, let's say they avail themselves of the procedure in only the most perfunctory way so as to satisfy the 18-month requirement. But not for the purpose--",12
12-138,129,3004.423,3004.925,Samuel_A_Alito_Jr,scotus_justice,6,0.502,--You're really -- you're not answering--,12
12-138,131,3006.559,3008.159,Sonia_Sotomayor,scotus_justice,5,1.6,Could you finish your answer.,12
12-138,132,3008.159,3024.437,Samuel_A_Alito_Jr,scotus_justice,47,16.278,"--You're not answering my question. What is -- if they do not litigate the matter in -- in such a way as to get a decision on any of these local law issues, they just keep it alive perfunctorily for 18 months, what is achieved by that?",12
12-138,134,3075.119,3133.575,Elena_Kagan,scotus_justice,168,58.456,"Mr. Blackman, could you sort of indulge an assumption for me? And the assumption is that if this provision were in an agreement between two parties, we would treat it as a Howsam-John Wiley kind of provision; in other words, we would say that this is just a procedural rule. That's the side of the line it falls on. So my question to you is: Why should this be any different? You're treating yourself as though you never made an agreement. But, in fact, you did make an important agreement. You made an agreement with the U.K., the entire point and purpose of which was to allow U.K. citizens to bring certain kinds of disputes before an arbitrator. So once we have a U.K. citizen with the right kind of dispute, it seems to me you're just in the position of any other person who's agreed to this provision. And in -- in my assumption, if it's a John Wiley type provision, it should go to an arbitrator.",12
12-138,136,3141.679,3151.386,Elena_Kagan,scotus_justice,27,9.707,I know. But I said just assume that for me. And tell me why you are in a position where some other result should go into effect.,12
12-138,138,3195.146,3195.829,John_G_Roberts_Jr,scotus_justice,4,0.683,"Well, the problem is--",12
12-138,139,3195.829,3197.046,Elena_Kagan,scotus_justice,1,1.217,Please.,12
12-138,140,3197.046,3238.506,John_G_Roberts_Jr,scotus_justice,131,41.46,"--You're -- it's a point on which I'm regularly confused. You just said if we had this provision in a contract with -- a private contract that said you must sue us, but there you have already a formed separate agreement to arbitrate. And it seems to me clear that those, what do you call them, preconditions or whatever, that that -- the argument that that's for the arbitrator to decide. They may well decide that, you know, you didn't comply so you don't get to arbitrate. But it seems to me, typically, under First Options and Howsam that is for the arbitrator. Now, what makes it distinct in your case? What, is it just the order that they're in or what? Or is it something special about a sovereign's agreement?",12
12-138,142,3268.042,3289.038,John_G_Roberts_Jr,scotus_justice,76,20.996,"It all gets down to the question, how do we tell, you know, the contract formation from the blue paper, right? I mean, if it says, you know, we agree to arbitrate and we use these rules and those rules say you have to have it on blue paper and it's not on blue paper, they say, oh, we didn't agree to have it not on blue paper. How do we distinguish between those two scenarios?",12
12-138,144,3394.792,3404.763,Ruth_Bader_Ginsburg,scotus_justice,30,9.971,"Well, what would happen -- what would happen in this case if there was a judge's strike, so none of the courts were operating in Argentina? What would happen then?",12
12-138,146,3415.721,3417.055,Anthony_M_Kennedy,scotus_justice,7,1.334,"No, but the clerk's office is closed.",12
12-138,148,3439.504,3446.507,Anthony_M_Kennedy,scotus_justice,28,7.003,"No, you can't -- no, you can't say that. You can't say that. There is no arbitration agreement under your -- it would still be for the court.",12
12-138,150,3447.84,3459.332,Anthony_M_Kennedy,scotus_justice,39,11.492,"Your -- your whole argument gives me intellectual whiplash. You have to say-- [Laughter] --well, you have to -- you have to go first to the court, because that's what the arbitration mechanism provides, but there's no arbitration mechanism.",12
12-138,152,3504.863,3507.096,John_G_Roberts_Jr,scotus_justice,7,2.233,"Thank you, counsel. Mr. Goldstein, five minutes.",12
12-138,154,3640.562,3649.937,Antonin_Scalia,scotus_justice,20,9.375,They say that only the complaining party can bring a lawsuit. Evidently they have no declaratory judgment procedure in Argentina.,12
12-138,156,3652.403,3654.072,Antonin_Scalia,scotus_justice,7,1.669,I was going to ask them that.,12
12-138,158,3719.277,3734.886,John_G_Roberts_Jr,scotus_justice,63,15.609,"I'm not so sure you don't have to do anything, you can just submit the paper. It says you have to submit it to the decision of the competent tribunal. And if the submission requires, okay, now you have to file your brief, and you say, I'm not going to, I'm not sure that you've submitted it to a tribunal for its decision.",12
12-138,160,3775.463,3785.402,John_G_Roberts_Jr,scotus_justice,29,9.939,That seems that you're not totally circular in begging the question. I don't know that a sovereign would be anxious to submit its sovereignty to three international law experts.,12
12-138,162,3816.09,3817.623,John_G_Roberts_Jr,scotus_justice,7,1.533,"Thank you, counsel. The case is submitted.",12
12-515,0,0.0,7.904,John_G_Roberts_Jr,scotus_justice,18,7.904,"We will hear argument first this morning in Case 12-515, Michigan v. Bay Mills Indian Community. Mr. Bursch.",12
12-515,2,51.116,82.235,Sonia_Sotomayor,scotus_justice,69,31.119,"Counsel, before you go on, could you address the jurisdiction question for me? I'm not sure why you're here. The only injunction that I see was entered on behalf of Little -- Little Traverse's and not on behalf of the State. And so, the counts that you're arguing about were added after the injunction was issued. How do you have jurisdiction to act -- to argue someone else's injunction?",12
12-515,4,104.483,130.135,Sonia_Sotomayor,scotus_justice,68,25.652,"That, in fact, is not what the district court said. The district court explicitly said in its order granting the injunction that the State hadn't filed an injunction, hadn't intervened and had only filed supporting papers in support of Little Traverse's case. I'm a little -- I'm very, very confused as I looked at what the district court said. It explicitly said you weren't part of the order.",12
12-515,6,133.603,148.179,Sonia_Sotomayor,scotus_justice,44,14.576,I think “ consolidated ” can have two meanings and -- and -- to be heard together or to be joined together. I don't think the district court understood that this was going to be joined together. Why did it say what it did?,12
12-515,8,159.654,167.341,Sonia_Sotomayor,scotus_justice,29,7.687,So why didn't you file an injunction -- why does your brief say that you filed it only in support of Little Traverse and not on your own behalf?,12
12-515,10,183.852,192.225,Sonia_Sotomayor,scotus_justice,35,8.373,"I'll ask -- I'll ask your opposition, but I don't see why the district court would have made the point it did if it believed that it was dealing with both of you as parties.",12
12-515,12,205.633,211.037,Sonia_Sotomayor,scotus_justice,17,5.404,"No, but we have to -- we have to, if we're not sure, raise any jurisdictional issue.",12
12-515,14,214.905,218.191,Sonia_Sotomayor,scotus_justice,13,3.286,"Well, it wasn't eminently clear to the district court who entered the order.",12
12-515,15,218.191,221.911,John_G_Roberts_Jr,scotus_justice,9,3.72,Is that a jurisdictional objection or a procedural one?,12
12-515,17,236.002,255.382,Ruth_Bader_Ginsburg,scotus_justice,38,19.38,"Before you do that, can you tell -- tell us why Michigan didn't resort to the dispute resolution means that the compact provided? The compact said if there's a dispute it'll be decided by arbitration. Michigan bypassed that.",12
12-515,19,283.216,302.127,Elena_Kagan,scotus_justice,55,18.911,"I'm sorry. Could you explain that? Because I thought that the purpose -- that the whole point of the C&L Enterprises case is to say that when a tribe agrees to arbitration, it has waived its sovereign immunity for that purpose in that proceeding. Are you saying that there was something special in this agreement?",12
12-515,21,341.92,353.128,John_G_Roberts_Jr,scotus_justice,32,11.208,"Why -- why did -- along the same lines, why did you assert sovereign immunity as a defense when the tribe brought a declaratory judgment action concerning the status of those lands?",12
12-515,23,374.742,383.747,Sonia_Sotomayor,scotus_justice,24,9.005,"All roads lead to one issue, I think. If you had gotten a declaratory judgment, they would have had to stop their gaming activity.",12
12-515,25,384.464,392.787,Sonia_Sotomayor,scotus_justice,23,8.323,"But you wouldn't have gotten their property; isn't that what this suit is about, you trying to take over the -- the casino?",12
12-515,27,398.774,412.167,Sonia_Sotomayor,scotus_justice,40,13.393,"So why not Ex Parte Young? You point to one or two cases in the lower courts that suggest there not might be Ex Parte Younger jurisdiction, but those cases are distinguishable. So why not go after just the officials?",12
12-515,29,437.882,441.536,Sonia_Sotomayor,scotus_justice,14,3.654,But all you wanted to do was stop them from doing the gaming casino.,12
12-515,31,442.42,443.12,Sonia_Sotomayor,scotus_justice,5,0.7,You would have gotten that.,12
12-515,33,473.088,499.472,Ruth_Bader_Ginsburg,scotus_justice,57,26.384,"That's -- all that -- the enigma that you pointed out, or the anomaly is -- is certainly clear. But what about Kiowa? This Court seemed to say that the tribe is immune on reservation, off reservation, commercial activity, government activity, it is immune, blanket immunity. So how can you prevail without having this Court modify Kiowa?",12
12-515,35,522.154,525.54,Anthony_M_Kennedy,scotus_justice,12,3.386,What's your best authority -- what's your best case for that proposition?,12
12-515,37,527.273,532.794,Anthony_M_Kennedy,scotus_justice,16,5.521,That -- that States have a lesser burden when they're faced with a sovereign immunity defense?,12
12-515,39,548.555,549.771,Anthony_M_Kennedy,scotus_justice,6,1.216,What's your best case for that?,12
12-515,41,560.243,563.962,Anthony_M_Kennedy,scotus_justice,8,3.719,That's -- that's a big reading assignment. [Laughter],12
12-515,42,563.962,575.652,Stephen_G_Breyer,scotus_justice,23,11.69,"The question is this: Three situations. I think it's the same question Justice Kennedy was driving at. One, France opens up a casino.",12
12-515,44,576.169,579.973,Stephen_G_Breyer,scotus_justice,6,3.804,"Two, California opens up a casino.",12
12-515,46,580.456,584.175,Stephen_G_Breyer,scotus_justice,9,3.719,"Three, an Indian tribe opens up a casino, okay?",12
12-515,48,584.475,597.768,Stephen_G_Breyer,scotus_justice,42,13.293,"Now, what is it that says that the State where the casino is located can sue France? What is it that says it can sue California? All -- they all object. What is it that says it can sue the Indian tribe?",12
12-515,50,611.442,613.444,Stephen_G_Breyer,scotus_justice,7,2.002,Was that a statute or common law?,12
12-515,52,624.319,625.252,Stephen_G_Breyer,scotus_justice,2,0.933,Okay. California?,12
12-515,54,640.762,642.414,Stephen_G_Breyer,scotus_justice,7,1.652,Okay. All those are common law. Both--,12
12-515,56,643.281,644.547,Stephen_G_Breyer,scotus_justice,7,1.266,--Then what do you do about Kiowa?,12
12-515,58,669.781,680.32,Elena_Kagan,scotus_justice,33,10.539,"But I think this is what Justice Kennedy was -- was getting at when he asked you for a case, because what you're saying now is that when the State is the plaintiff--",12
12-515,60,681.072,685.374,Elena_Kagan,scotus_justice,8,4.302,"--the sovereign immunity of the tribe disappears, so--",12
12-515,62,690.861,702.752,Elena_Kagan,scotus_justice,28,11.891,--Okay. So what -- I guess what's -- what's -- what's the case that would suggest that when the plaintiff shifts the sovereign immunity is -- goes away?,12
12-515,64,729.669,736.658,Stephen_G_Breyer,scotus_justice,26,6.989,"You know, but the question specifically then -- I think we're driving at the same thing -- is, remember, you just cited to me two cases--",12
12-515,66,737.075,739.142,Stephen_G_Breyer,scotus_justice,7,2.067,--one involving France and one involving California.,12
12-515,68,739.794,756.82,Stephen_G_Breyer,scotus_justice,50,17.026,"And I had assumed -- but maybe I was wrong to assume -- that when I read those cases, I will see, although a State can sue France, although Nevada can sue California, a private individual could not. Am I going to find that when I read those two cases?",12
12-515,70,757.489,774.781,Stephen_G_Breyer,scotus_justice,45,17.292,"Now I think the answer to Justice Kagan is I'm not going to find it. So we're looking for authority, back to Justice Kennedy, that will support your proposition that the State could sue France, Nevada could sue California, but a private individual could not.",12
12-515,72,786.089,811.14,Stephen_G_Breyer,scotus_justice,70,25.051,"Now, what you're asking us to do then, if the answer is what I now think you're saying, is to say it's awfully complicated that although a State could sue an Indian tribe for something that is outside the reservation, the State -- it's so complicated that I'd like some good authority for it, because a private person couldn't, but a State could sue and it's only in certain places.",12
12-515,74,814.925,817.044,Stephen_G_Breyer,scotus_justice,7,2.119,How about drawing the line with Kiowa?,12
12-515,76,840.326,864.441,Ruth_Bader_Ginsburg,scotus_justice,61,24.115,"But once the Congress didn't respond, the majority opinion in Kiowa -- I don't know whether it's “ Kiowas ” or “ Kiowa ” -- said, you know, this is an unfortunate result, but Congress can do something about it. Well, now Congress hasn't done anything about it, and you are asking this Court essentially to modify the -- that precedent.",12
12-515,78,885.189,899.448,Samuel_A_Alito_Jr,scotus_justice,50,14.259,"Well, why is the -- why is that important? Why is the issue that you've brought before us important? In addition to the possibility of an Ex Parte Young action, you could certainly arrest people who are running what you believe is an illegal casino in the State, can't you?",12
12-515,80,912.772,920.178,Samuel_A_Alito_Jr,scotus_justice,25,7.406,"But in addition to that, couldn't you have stopped this before it even started by insisting in the compact that the tribe waive sovereign immunity?",12
12-515,82,941.275,942.275,Samuel_A_Alito_Jr,scotus_justice,3,1.0,Going forward then--,12
12-515,83,942.275,954.166,Anthony_M_Kennedy,scotus_justice,35,11.891,Why couldn't you at least -- I think this is Justice Alito's question. I don't mean to interrupt. But why couldn't you say that it's a matter of compact interpretation whether these are Indian lands?,12
12-515,85,958.47,967.459,Anthony_M_Kennedy,scotus_justice,40,8.989,"Right. So you go to Federal court to interpret the contract. There's no -- immunity has been waived, and you say these are not Indian lands. I think that's what Justice Alito was asking. I didn't mean to interrupt him.",12
12-515,87,971.211,981.25,Samuel_A_Alito_Jr,scotus_justice,21,10.039,"--Well, that's a more sophisticated version of my question. [Laughter] No. Seriously, it gets into a more -- more difficult issue.",12
12-515,89,1001.362,1002.497,Samuel_A_Alito_Jr,scotus_justice,4,1.135,"Well, I understand that.",12
12-515,91,1002.997,1005.482,Samuel_A_Alito_Jr,scotus_justice,9,2.485,"But going forward, is this of any importance? Why--",12
12-515,93,1007.266,1020.725,Samuel_A_Alito_Jr,scotus_justice,58,13.459,"--It seems to me if a tribe wants to open a casino and the State has to -- it has to have a compact with the State. Isn't all the bargaining power on the -- on the side of the State? So the State says, fine, if you want to do that, you have to waive sovereign immunity.",12
12-515,95,1026.045,1028.664,Samuel_A_Alito_Jr,scotus_justice,14,2.619,"Well, I -- but I mean, when will -- when will this compact expire?",12
12-515,97,1064.101,1064.853,Samuel_A_Alito_Jr,scotus_justice,6,0.752,If I could just pursue that.,12
12-515,99,1065.386,1068.905,Samuel_A_Alito_Jr,scotus_justice,16,3.519,So the compact has expired and there's -- so then how can they operate the casino?,12
12-515,101,1071.524,1073.974,Samuel_A_Alito_Jr,scotus_justice,8,2.45,"Until they reach a new compact, it continues.",12
12-515,103,1075.409,1080.546,John_G_Roberts_Jr,scotus_justice,13,5.137,Is the status of the land as Indian lands determined by the compact?,12
12-515,105,1086.934,1088.0,Sonia_Sotomayor,scotus_justice,6,1.066,Could I ask you a question?,12
12-515,106,1088.0,1097.922,Anthony_M_Kennedy,scotus_justice,32,9.922,"But the compact refers to Indian lands. Surely, you could take the position that there is a waiver of immunity to determine whether or not these are Indian lands under the compact.",12
12-515,108,1111.749,1130.829,Sonia_Sotomayor,scotus_justice,52,19.08,"Could I ask you a question? What -- what would happen if this were Indian lands, and they went ahead and did exactly what they did? They -- there was no dispute that these were Indian lands. Would you have had grounds to object to them building a casino on these lands?",12
12-515,110,1131.263,1132.863,Sonia_Sotomayor,scotus_justice,3,1.6,You would not.,12
12-515,112,1139.418,1149.874,Sonia_Sotomayor,scotus_justice,24,10.456,"All right. The issue of what constitutes Indian lands is between the Federal government and the Indians pursuant to the land trust settlement, correct?",12
12-515,114,1151.392,1161.432,Sonia_Sotomayor,scotus_justice,23,10.04,"Well, I know you do and I know why you do. But -- but what defines the lands is the settlement trust, correct?",12
12-515,116,1180.493,1186.899,Sonia_Sotomayor,scotus_justice,17,6.406,Put -- put this aside of gambling. Let's assume that it was just their buying this land.,12
12-515,118,1187.499,1193.819,Sonia_Sotomayor,scotus_justice,21,6.32,Could you have stopped the buying of this land or unravelled it? Didn't we have a recent decision that said no?,12
12-515,120,1197.271,1197.755,Sonia_Sotomayor,scotus_justice,1,0.484,Yes.,12
12-515,122,1215.582,1226.724,Sonia_Sotomayor,scotus_justice,32,11.142,"Well, wouldn't you have had to follow -- if you were going to object to this land being taken into the land trust, wouldn't you have had to follow the administrative process?",12
12-515,124,1240.884,1283.477,Elena_Kagan,scotus_justice,106,42.593,"General, if -- if I could assume that this is not Indian lands and just ask why you need for sovereign immunity to go away? So you have the ability to arrest people. You have the ability to bring Ex Parte Young actions. Presumably, you have the ability on non-Indian lands simply to shut down a casino. Presumably, you have the ability on non-Indian lands to condition any licensing of the casino on whatever you want. I guess the question is: On non-Indian lands, you have a thousand ways to stop a casino that you don't want. Why do you need the abrogation of sovereign immunity?",12
12-515,126,1293.585,1331.46,Elena_Kagan,scotus_justice,110,37.875,"Well, I think that all of our cases suggest that sovereign immunity is quite important to a sovereign's dignity and that it's not nothing to abrogate sovereign immunity. And so you can say, well, you know, that would be less intrusive than all these other things, bringing Ex Parte Young suits, arresting people, just, you know, conditioning the -- a license, stopping the casino from operating. But, you know, I suspect that the sovereign tribe here would say that, no, it's -- it's an affront to their sovereignty to take -- to strip them of sovereign immunity, and -- and none of these other options that you have are that.",12
12-515,128,1382.826,1391.015,Samuel_A_Alito_Jr,scotus_justice,32,8.189,"I mean, is -- is it not correct that the people who work in these casinos are just employees? They have no other connection with the tribe? Am I wrong on that?",12
12-515,130,1401.888,1405.775,John_G_Roberts_Jr,scotus_justice,9,3.887,Can you prosecute people who frequent this illegal casino?,12
12-515,132,1408.044,1408.527,John_G_Roberts_Jr,scotus_justice,1,0.483,Yes.,12
12-515,134,1513.727,1521.483,John_G_Roberts_Jr,scotus_justice,5,7.756,"Thank you, counsel. Mr. Katyal.",12
12-515,136,1545.432,1563.244,Antonin_Scalia,scotus_justice,42,17.812,"So you think Congress really wanted the States to have power to stop illegal gambling on Indian lands, but not to have the power to stop illegal gaming on State lands? Is that -- is that the law you think Congress wrote?",12
12-515,138,1566.529,1569.714,Antonin_Scalia,scotus_justice,7,3.185,Why would anybody want such a disposition?,12
12-515,140,1593.429,1607.006,Antonin_Scalia,scotus_justice,30,13.577,"Well, you think that rule would apply even when at the time the statute in question was enacted there was no belief that there was tribal immunity on State lands?",12
12-515,142,1625.934,1629.521,Antonin_Scalia,scotus_justice,15,3.587,I thought that was just on reservation. You think that was off reservation as well?,12
12-515,144,1637.458,1639.06,Antonin_Scalia,scotus_justice,5,1.602,"Kiowa was later, of course.",12
12-515,146,1646.648,1648.333,Antonin_Scalia,scotus_justice,7,1.685,You think they read Puyallup that closely?,12
12-515,148,1653.137,1653.654,Antonin_Scalia,scotus_justice,2,0.517,I see.,12
12-515,150,1688.66,1697.333,Ruth_Bader_Ginsburg,scotus_justice,28,8.673,"You agree with that, that they could -- the State could go in and arrest all the customers that are gambling there? Could it seize the slot machines--",12
12-515,152,1714.425,1734.453,John_G_Roberts_Jr,scotus_justice,71,20.028,"Well, you don't it. You don't have a square ruling, so I want to make clear, because both you and the Solicitor General have suggested this as an option. You think it is all right for the State to go in and arrest every employee, management, labor, who is participating in this casino and subject them to criminal sanctions, civil penalties and an injunction. You have got no problem with that.",12
12-515,154,1744.627,1749.279,John_G_Roberts_Jr,scotus_justice,15,4.652,"You as a tribe, you as a tribe would have no objection to that action?",12
12-515,156,1761.853,1768.056,John_G_Roberts_Jr,scotus_justice,32,6.203,"Well, I know, you could suggest different ways and the State could tell you, you know, go fly a kite, we are prosecuting these people. And you'd have no objection to that?",12
12-515,158,1777.281,1792.358,John_G_Roberts_Jr,scotus_justice,43,15.077,What about Ex parte Young? Are you willing to waive the tribe's sovereign immunity in an Ex parte Young action? Because in your opposition to the complaint in this case you raised sovereign immunity as an objection to the Ex parte Young count.,12
12-515,160,1808.817,1814.454,John_G_Roberts_Jr,scotus_justice,19,5.637,Not just are available; that you would not assert sovereign immunity if they brought an Ex parte Young action.,12
12-515,162,1875.945,1888.252,Anthony_M_Kennedy,scotus_justice,35,12.307,I thought the statute says that there is Federal court jurisdiction over any cause of action initiated by a State or Indian tribe to enjoin gaming activity that is conducted in violation of the compact.,12
12-515,164,1893.489,1894.255,Elena_Kagan,scotus_justice,3,0.766,Why couldn't this--,12
12-515,166,1913.234,1921.839,Anthony_M_Kennedy,scotus_justice,21,8.605,"You don't think that 1166 abrogates the immunity, which provides that for purposes of Federal law all State laws are applicable?",12
12-515,168,1935.316,1940.468,Anthony_M_Kennedy,scotus_justice,18,5.152,And you do not take the position that this casino in this case is part of a compact?,12
12-515,170,1943.755,1950.842,Anthony_M_Kennedy,scotus_justice,20,7.087,"The casino in this case in your view is not subject to any compact, is not covered by any compact?",12
12-515,172,1963.75,1969.987,Antonin_Scalia,scotus_justice,20,6.237,"But he says that if they arbitrated, when they tried to enforce the arbitral judgment, you would assert sovereign immunity.",12
12-515,174,1976.423,1978.509,Antonin_Scalia,scotus_justice,7,2.086,"Well, I mean, that's not an answer.",12
12-515,176,1990.567,2011.997,Sonia_Sotomayor,scotus_justice,60,21.43,"How do you win in an arbitration when the gaming commission has said it's not Indian lands? I mean, I actually am not sure that the ruling of the district court was right on this, okay? But putting my own beliefs or questions about that ruling, how do you win as the Federal government has said it's not Indian lands?",12
12-515,178,2023.404,2032.477,Sonia_Sotomayor,scotus_justice,26,9.073,But how does the arbitration board change the mind of the gaming commission? Aren't they the final deciders of whether this is trust land or not?,12
12-515,180,2043.702,2054.925,John_G_Roberts_Jr,scotus_justice,39,11.223,I don't see how an arbitration works. The Federal government has a very keen interest in whether this is Indian land or not. And the arbitrator is going to decide that in a way that's going to bind anybody?,12
12-515,182,2060.146,2068.25,John_G_Roberts_Jr,scotus_justice,33,8.104,"So ongoing, as far as the tribe and the State is concerned, they proceed from then on as if this is Indian lands, even though the Federal government is saying, no, it's not.",12
12-515,184,2076.489,2079.291,John_G_Roberts_Jr,scotus_justice,16,2.802,Yes. So the arbitration doesn't get -- so the arbitration doesn't get you anywhere at all.,12
12-515,186,2099.804,2100.988,Sonia_Sotomayor,scotus_justice,4,1.184,Just so we understand--,12
12-515,187,2100.988,2112.596,Ruth_Bader_Ginsburg,scotus_justice,34,11.608,"--What would be the big -- what would be the big change, other than modifying Kiowa, which is a divided opinion, and was dealing with a money claim. It wasn't dealing with injunctive relief.",12
12-515,189,2150.487,2177.304,Ruth_Bader_Ginsburg,scotus_justice,52,26.817,"Well, is that right? The distinction between commercial and governmental, it was court made in the first instance. And then the Foreign Sovereign Immunities Act codified law that was court made. So it was the courts that made the distinction between acting in a commercial capacity and acting in a governmental capacity.",12
12-515,191,2185.06,2203.105,Stephen_G_Breyer,scotus_justice,52,18.045,"Yes, but he was wrong on that apparently if that's what he says. He was wrong. That if we look at the cases, what we will see is it was the courts that said there's a common law abrogation of France's sovereign immunity when they go into business in downtown Iowa somewhere.",12
12-515,193,2203.689,2231.022,Stephen_G_Breyer,scotus_justice,79,27.333,"The same thing -- same thing with the State he says in Nevada and California and then he says it would be totally anomalous to think that an Indian tribe could go into downtown Des Moines and open up a clearly illegal business, and you could sue France -- the State, which was not Kiowa -- they could sue -- France could -- the State could sue France, it could sue California, but it couldn't sue the Indian tribe.",12
12-515,195,2252.702,2254.121,Stephen_G_Breyer,scotus_justice,8,1.419,All right. What about the California and Nevada?,12
12-515,197,2261.977,2266.362,Stephen_G_Breyer,scotus_justice,13,4.385,Kiowa is about -- Kiowa is about individuals who are not the State.,12
12-515,199,2281.169,2296.262,Stephen_G_Breyer,scotus_justice,45,15.093,"All right. I'll look at those with care. But now, assuming you are right on that, is the question in front of us, on the assumption that these are Indian lands, does the Indian tribe have sovereign immunity? Is that the question you want answered?",12
12-515,201,2297.962,2298.978,Stephen_G_Breyer,scotus_justice,3,1.016,Yes or no?,12
